rowid,date,client,bank,rating,review,sentiment,service,issue
142,2022-09-11 14:52:07,Apple,Trust,2.0,"I want to increase credit limit for Trust Bank Credit Card but customer service said this option is not available now ☹️ I need to increase the credit limit as recently my request to increase credit limit of my standard chartered credit card is unsuccessful.I suspected the reason is because trust bank lock my credit limit , since they are in partnership now, so credit limit is shared. Fyi, the credit limit I requested is below the 4x monthly salary max cap they allow. So the only reason I can think of is my trust bank credit card issue. Quite disappointed. If the app is not fully functional yet, why launch it in a rush and caused inconvenience to customer.",Neutral,Banking,Other
143,2022-09-11 04:22:51,Apple,Trust,1.0,"I will be critical base on the pointers :

1) the app has a function that enables you to call, tried calling for assistance,  waited 30mins. No reply thereafter.
2) the app has a function which enables you to chat with the service desk , no reply for up to 24 hours ( take note that you have place a 24 hours SLA be it business or non business hours ) which I don’t see that you have met this criterial ) 

3) your digital platform has lack a couple of options for customer to choose from , I’veSearch for service for paperless statement Nowhere to be found which I feel that this is a service that you need to improve on .

4) payment methods: it is unclear how I can make the payment, DBS ibanking?/AXN machine ? 

5) understand that this is a join product ( NTUC together with Standard chartered ,but It is rather confusing for customer like us to find an appropriate solutions Prior to our problems. When you promoted this card( or E card if you may say ) but filing the gaps such as payments/functions/backend services needs to improve. The only functions that serve well if I may say is only the promotional functions.",Negative,App,Long wait times
144,2023-07-06 01:47:20,Apple,Trust,1.0,"I'm served by Navind to waive off Purchase Interest Fee that was charged to my account. I paid my monthly statement bill already but was asked to pay my outstanding bill which I have not received my statement yet. Instead of trying to help, he still question me for my past late payment which has already been resolved. What's the use of credit card? Do you make your purchase and pay your bill immediately? Obviously you make your payment and pay your bill when you receive your statement right? This is the first time I encountered such thing as Pay your outstanding bill before receiving your statement.",Positive,Banking,-
145,2024-01-18 01:44:06,Apple,Trust,5.0,This banking app is so much better than traditional banks. Used to have privilege banking but cancelled credit card with them due to absurd annual fees and have to go through hassle of calling them for other services. Trust app support is tip top with instant response online. Rewards and vouchers are clearly organised and easily redeemable. Only thing is credit card does not look as good but that’s just aesthetics. Keep up the good work and service!!!,Positive,App,-
146,2024-01-03 03:52:13,Apple,Trust,3.0,"My account was locked as there is multiple tries of passcode. I call the number and told him saying that my account was lock and I had even tried to press the forget passcode. However, the Singpass web page can’t load out. I told him all this, and he say you can only ask the Singpass to resolve this. Bro, the app say can have assistance or even can help to unlock. What can I do if everything I tried so unable to solve my problem. Before this lock I feel the app is so nice and can feel how nice it was.",Negative,Banking,Account issues
147,2023-08-19 04:51:53,Apple,Trust,1.0,"I been using trust card 3-4 time in Taiwan and previously don't have any issue. Just recently I was in business trip and my first transaction spending in shopping mall decline a few time. The staff think that his machine had problem and change another machine. Finally transaction approve. Next min I saw Trust bank lock my card indicating suspected fraud transaction. I quickly call trust bank after they verified said need 1hours to unlock my card. I was in restaurant for lunch and could not bull for payment. Trust bank also said in future better let them know my travel plan. What the hell. Last time don't have this issue, now need.",Neutral,App,Other
148,2023-02-21 06:57:21,Apple,Trust,2.0,"If it is a digital bank for everyone, why one cannot apply if one does not have income ??  If Trust only allow people who has income to apply, then highlight on the form or link that only for people who has income and $XX Income can apply so that we do not need to go through hoops of downloading the app, filling in the form and realised that we are not eligible to apply !!!  Trust your people, people with no income doesn’t mean we cannot afford to pay our bills.  At least go through an evaluation process and find out our worth then decide to grant us the card or not !!",Negative,App,Other
149,2022-10-15 12:55:00,Apple,Trust,1.0,"Completed 1st transaction, got my $25 dollars voucher & with initial $10 dollars.
However, when I tried to use it in NTUC, both of the vouchers were told to be redeemed which shows valid in my apps about 5 month time. 
Wtheh?! Nvm, contact trust bank customer service, they ask me to check with NTUC customer service, as “they CANT do anything about it”!
Alright! Check with NTUC customer service, the staff ask me to check with trust bank customer service! Lol! As “they also CANT do anything!”. So we “customer” is like to soccer ball for them to kick from one end to another end! Terrible experience, will cancel this card without hesitation! End.",Positive,Banking,-
150,2022-09-30 07:02:40,Apple,Trust,1.0,"I was impressed by the swift and smooth onboarding process. Immediately after which, I was brought to a loading page that took forever and I was not allowed to continue past that page. I’ve tried restarting the app but to no avail.

Throughout the time I’ve spent typing this review, I am still not past that loading screen. The devs still deserve an attaboy nonetheless for the fantastic onboarding. Mission success I guess, cos I now contribute to one extra user count in the “… within the first month!” without having used their application at all. 

I wish my friend didn’t entice me with that $10 NTUC voucher and that bag of rice.",Positive,App,-
151,2022-11-30 11:23:20,Apple,Trust,1.0,"Recently I can’t login with trust app at all after I changed to new phone. When I open the app, it directed me to singpass and showed something wrong and try again later even after successful login with Singpass. Now I can’t check my bill which will due soon and also cannot get my card details, no any card number printed physically on card. Called customer service, told me will update u tmrw. Called again the next day, still need more time to fix. So when the card payment is overdue, I need to pay penalty fee??? cannot pay because can’t login.",Negative,App,Login issues
152,2022-09-29 03:35:22,Apple,Trust,5.0,"Quite happy withe rewards and coupons automatically being updated as I earn points/chops. Recommened it to my other NTUC Link members to avail of the great rebates.

I opened up a Savings account with the objective of paying the card from within. But I can't find a direct card payment using my savings account as source within the App. Can add this feature?",Positive,App,-
153,2022-09-14 09:41:39,Apple,Trust,1.0,"It was suppose to be a digital bank. Yet they  are as rigid as a brick. Wanted to change the repayment date of applied credit card. Called in and waited 10 mins for call center to answer and all they can say is they can’t change the repayment date. Use their chat line, waited for 30mins for them to come back to your queries and then the answer is “No” they cannot do anything about it. They didn’t even wait for customer to reply and get out of chat within 3 mins. Customer is expected to swallow the bitter pill of their incapabilities. As a start up, the first impression already fail expectations…",Negative,App,Difficulty applying credit card
154,2023-04-04 02:52:40,Apple,Trust,5.0,"This is one of the best banking app that I’ve been able to use everyday.

There are simply so many coupons of Fairprice, KFC and other big brands that I could use to save big. But also I’ve seen the app faster than it’s competitors like DBS and OCBC.

Kudos and we’ll done to the team. Looking forward to more updates and coupons.",Positive,App,-
155,2023-06-21 12:32:32,Apple,Trust,1.0,"No gyro option even with their own bank account… I got 200 dollar late fee when I came back from Oversea trip. The spent was only 50+ dollars. Then the customer service is not answering my questions. Eventually I decided to close my account and cancel my credit card. When I follow their instruction to cancel, it is not achievable as there are some pending transaction and the customer service person asked me to wait until beginning of July. I think they want another 100 dollar late fee( is this how credit card make money for Trust)?",Negative,App,Other
156,2022-10-06 01:53:15,Apple,Trust,1.0,"They had a promotion 50% of KFC zinger box that they claimed can be redeemed as long as you used Trust card to pay at the shop or online. I did that and there was NO DISCOUNT. When I asked the in-app customer service, I experienced such poor handling. Customer service team kept dropping out from the chat & each person asked me what’s the issue over and over again.
Don’t advertise something you won’t deliver & train up your customer service team or create an in-app chat system that makes sense. Don’t say you’ll reply within 3 days if it’s not going to happen.",Neutral,App,Other
157,2022-09-07 22:53:24,Apple,Trust,5.0,"This app is not compatible for my I Phone SE 20. After I download the app , after retrieving my INFO, at “ accept notification” page , I was unable to select accept notification due to my phone screen is small. The selection “tab “ is out of my screen .

Hi Developers Team

You had done a awesome job in corrective action. Thank you for replying my message .",Negative,App,UI/UX
