rowid,date,client,bank,rating,review,developer_response
69,2023-11-10 14:32:16,Apple,GXS,5.0,You get the highest saving interest rate on the market,"{'id': 40071446, 'body': 'Yipee! Our interest rates are indeed competitive, huh? 😉 Thanks for your stars, rcpsgp! This keeps us going, but feel free to let us know if you have any feedback too! ', 'modified': '2023-11-11T17:31:09Z'}"
70,2024-02-21 14:03:59,Apple,GXS,1.0,Show allow to increase amount not reduce and stay that way. For a first timer I didn’t know that once I reduce amt I cannot get back the original amount that is given to me.,"{'id': 42155008, 'body': ""Hi there. We're sorry to hear about your experience. Thank you for your feedback. 💜 We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏\r\n"", 'modified': '2024-02-23T09:45:34Z'}"
71,2023-12-09 04:06:51,Apple,GXS,5.0,Guys u guy to try this out,"{'id': 40601410, 'body': 'Hi sgchacha! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you for your 5-star review! Your support and feedback are invaluable to us. Keep using our app. 💜', 'modified': '2023-12-10T21:37:08Z'}"
72,2023-08-14 04:56:05,Apple,GXS,2.0,"Income extracted from SingPass is incorrect.
Information in SingPass is correct
Which means the process of extracting information needs to be updated.","{'id': 38308195, 'body': 'Hey there! We currently use Singpass to extract information so that applications are a breeze.\n\n\r\n\r\nSo we’d recommend our customers to ensure that their personal information is accurate and up to date by accessing their Singpass MyInfo. Should there be any changes, you may do so via the Singpass app. Hope this clarifies! 🙏', 'modified': '2023-08-15T17:34:26Z'}"
73,2023-01-24 15:24:38,Apple,GXS,1.0,This should be removed from App Store. A bank that is not even able to accept a customer sign up. What a joke from Grab and  Singtel.,"{'id': 34487469, 'body': ""\r\nThank you for your thoughts and we're sorry for the wait, Jyotkumar 🙏 At the moment, we're sending out invites in phases so that our users can have the best experience possible with us. We will reach out when we are ready for you so stay tuned to your email inbox for updates! "", 'modified': '2023-01-26T01:20:02Z'}"
74,2023-11-02 13:47:28,Apple,GXS,5.0,Loan disbursement was immediate. App is simple to use. Repayments just as easy.,"{'id': 39923572, 'body': ""We're thrilled to hear that our app has hit all the right notes! 🎉 We're glad that you love our GXS FlexiLoan features too! 💜"", 'modified': '2023-11-04T01:57:05Z'}"
75,2023-10-08 10:35:35,Apple,GXS,5.0,Best and fast loan approval,"{'id': 39413321, 'body': 'Hey there! We are happy that you like our app! Your review made our day, and we are definitely striving to improve our products to serve you better! 🚀💜', 'modified': '2023-10-09T17:16:10Z'}"
76,2023-07-21 23:56:46,Apple,GXS,1.0,"Extremely disappointed after downloading the app, waited and waited for it to open and still told to wait and wait and wait and wait and wait……………..no ends!!!!!👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎","{'id': 37842681, 'body': 'Hi there! We’re sorry to make you feel that way, Wu Ming. Could you please get in touch with us at  (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details, so that we can take a closer look into this. 🙏 ', 'modified': '2023-07-23T09:19:15Z'}"
77,2023-11-15 11:32:12,Apple,GXS,1.0,"I cannot open the app at all, even after updates it keeps telling something went wrong.","{'id': 40186815, 'body': ""We're sorry to hear about your experience while trying to access the GXS app. 🙏 We understand the importance of this matter and are committed to make things right for you. Please drop us an email at help@gxs.com.sg or give us a ring at (+65) 3105 2055. We're here to help! 💜"", 'modified': '2023-11-17T03:38:40Z'}"
78,2023-09-19 01:56:43,Apple,GXS,1.0,increase so much just to make us open account then now int rate worst than t bills. UI also so dark. not much use case except earn risk free rate. grab is expensive,"{'id': 39027224, 'body': 'Hi there! We’re sorry to make you feel that way! 🙏We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. 💜🚀', 'modified': '2023-09-20T09:30:31Z'}"
79,2023-09-25 13:13:58,Apple,GXS,1.0,DO NOT USE THIS APP!!!! So frustrating on this app. 3 times I tried to move a small portion of money out of my pocket. 3 times the pocket becomes $0 straight away and I can’t move/transfer my money out!!!!!!!!!!!!!,"{'id': 39157308, 'body': 'Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏', 'modified': '2023-09-26T17:31:51Z'}"
80,2023-02-11 06:45:17,Apple,GXS,4.0,could you add a way to sign in using singpass password instead of only having to use the app?,"{'id': 34822273, 'body': ""That's a good suggestion, AribNasikur ! Currently, we do not have such a sign in option for our app yet. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜"", 'modified': '2023-02-13T01:51:56Z'}"
81,2023-07-27 17:29:44,Apple,GXS,1.0,Gave an application to open account but the bank decided to cancel opening new accounts and the “bank” didnt even bother to inform clients! May be its a gods sign to save my money.,"{'id': 37967916, 'body': ""We're sorry to hear that your account application experience didn't go as expected. You should have received an email or in-app push notification about the outcome. If you need further clarification or assistance on this matter, please reach out to us at (+65) 3105 2055, we’re here 24/7! 💜"", 'modified': '2023-07-29T06:25:33Z'}"
82,2023-05-02 10:56:52,Apple,GXS,1.0,"App keeps giving me “something went wrong” and “it’s not you, it’s us” notification whenever I attempt to log-in. Totally unusually at this time of writing.","{'id': 36315511, 'body': 'Hey Andreani369, this is not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot of what you are facing at help@gxs.com.sg, and we would be more than happy to look into this. Thank you! ', 'modified': '2023-05-04T01:14:41Z'}"
83,2023-12-06 03:56:06,Apple,GXS,5.0,Gxs provide good interest for their pocket savings.,"{'id': 40564384, 'body': 'Hi Roundi07, we are delighted that you are happy with our features. Thank you for your appreciation and support!', 'modified': '2023-12-07T17:34:09Z'}"
84,2022-10-09 03:24:14,Apple,GXS,1.0,"Not prepared? Then don’t launch. See your direct competitor got a pure breeze of experience. Onboarding was swift and fast. Just think the reviews here are just made by the staff lol, focusing on UI/UX what a joke. Best UI/UX where others cannot experience YET.",
85,2024-03-15 17:03:19,Apple,GXS,1.0,Apply one year ago..say when slots open up will let me know ..efficient bank sureee,"{'id': 42628936, 'body': 'Hi there! We really appreciate your interest in our GXS Savings Account! We’re working hard to roll out new slots as fast as we can to make banking better for you. Be sure to register your interest via our app if you have yet to do so. Invitations will be sent to eligible individuals when new slots open up and we hope to serve you as soon as we can! 💜😊 \r', 'modified': '2024-03-17T02:25:53Z'}"
86,2024-01-18 08:45:46,Apple,GXS,1.0,"When you asked your staff to write a 5* review, don’t just get them to write great app, easy to use or hurray. Write how did the app help you, how you benefit from the app and why the app is soooo good?","{'id': 41409019, 'body': ""Hi princesstazsdff. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback and make things right for you! 🙏\r\n"", 'modified': '2024-01-20T01:40:59Z'}"
87,2022-12-14 09:36:34,Apple,GXS,5.0,"Love the modern design, user experience was great as well.","{'id': 33753158, 'body': ""Thrilled to hear that you've been enjoying our app, Joshua! We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. Feel free to reach out to our support hotline, available 24/7 if you face any issues. 🙌"", 'modified': '2022-12-16T02:08:55Z'}"
88,2023-07-22 08:18:56,Apple,GXS,1.0,"Pls improve your good service for any person who are really need it,hope the app can improve soon","{'id': 37849849, 'body': 'We greatly appreciate your feedback and look forward to continuously improving our GXS app. While we may not have all the details to share just yet, rest assured that great things are in the works! 💜', 'modified': '2023-07-24T00:51:37Z'}"
89,2023-07-18 19:22:58,Apple,GXS,5.0,Efficient,"{'id': 37794679, 'body': ""Thanks so much for the awesome 5-star review! We're stoked that you found our app efficient. It really means a lot to us! We'll keep working hard to make sure your experience with us is top-notch. If you ever need anything or have any cool ideas, just give us a shout. Happy banking with GXS! 😊🎉"", 'modified': '2023-07-20T09:10:57Z'}"
90,2022-10-03 04:57:18,Apple,GXS,5.0,A whole new era of banking. Go GXS or go home! 💪🏼,"{'id': 32376615, 'body': 'Hi Shannon! Thank you for the 5 stars review, it makes our day! 🤩', 'modified': '2022-10-04T08:13:25Z'}"
91,2022-12-09 01:34:39,Apple,GXS,5.0,Great UI and user-friendly,"{'id': 33642534, 'body': 'Hi raradonut, thank you for your 5 stars review. 💜We are thrilled to know that you like the app user interface. Have an awesome weekend!🤩', 'modified': '2022-12-10T07:54:04Z'}"
