id,date,bank,client,rating,sentiment,intent,service,issue,review
148,45139,Trust,Apple,1,Negative,Praise,A,A2,"I been using trust card 3-4 time in Taiwan and previously don't have any issue. Just recently I was in business trip and my first transaction spending in shopping mall decline a few time. The staff think that his machine had problem and change another machine. Finally transaction approve. Next min I saw Trust bank lock my card indicating suspected fraud transaction. I quickly call trust bank after they verified said need 1hours to unlock my card. I was in restaurant for lunch and could not bull for payment. Trust bank also said in future better let them know my travel plan. What the hell. Last time don't have this issue, now need."
149,44958,Trust,Apple,2,Negative,Complaint,B,B1,"If it is a digital bank for everyone, why one cannot apply if one does not have income ??  If Trust only allow people who has income to apply, then highlight on the form or link that only for people who has income and $XX Income can apply so that we do not need to go through hoops of downloading the app, filling in the form and realised that we are not eligible to apply !!!  Trust your people, people with no income doesn’t mean we cannot afford to pay our bills.  At least go through an evaluation process and find out our worth then decide to grant us the card or not !!"
150,44835,Trust,Apple,1,Positive,Feedback,C,C2,"Completed 1st transaction, got my $25 dollars voucher & with initial $10 dollars.
However, when I tried to use it in NTUC, both of the vouchers were told to be redeemed which shows valid in my apps about 5 month time. 
Wtheh?! Nvm, contact trust bank customer service, they ask me to check with NTUC customer service, as “they CANT do anything about it”!
Alright! Check with NTUC customer service, the staff ask me to check with trust bank customer service! Lol! As “they also CANT do anything!”. So we “customer” is like to soccer ball for them to kick from one end to another end! Terrible experience, will cancel this card without hesitation! End."
151,44805,Trust,Apple,1,Positive,Complaint,C,C2,"I was impressed by the swift and smooth onboarding process. Immediately after which, I was brought to a loading page that took forever and I was not allowed to continue past that page. I’ve tried restarting the app but to no avail.

Throughout the time I’ve spent typing this review, I am still not past that loading screen. The devs still deserve an attaboy nonetheless for the fantastic onboarding. Mission success I guess, cos I now contribute to one extra user count in the “… within the first month!” without having used their application at all. 

I wish my friend didn’t entice me with that $10 NTUC voucher and that bag of rice."
152,44866,Trust,Apple,1,Neutral,Complaint,C,C2,"Recently I can’t login with trust app at all after I changed to new phone. When I open the app, it directed me to singpass and showed something wrong and try again later even after successful login with Singpass. Now I can’t check my bill which will due soon and also cannot get my card details, no any card number printed physically on card. Called customer service, told me will update u tmrw. Called again the next day, still need more time to fix. So when the card payment is overdue, I need to pay penalty fee??? cannot pay because can’t login."
153,44805,Trust,Apple,5,Neutral,Complaint,D,D1,"Quite happy withe rewards and coupons automatically being updated as I earn points/chops. Recommened it to my other NTUC Link members to avail of the great rebates.

I opened up a Savings account with the objective of paying the card from within. But I can't find a direct card payment using my savings account as source within the App. Can add this feature?"
154,44805,Trust,Apple,1,Neutral,Praise,B,B1,"It was suppose to be a digital bank. Yet they  are as rigid as a brick. Wanted to change the repayment date of applied credit card. Called in and waited 10 mins for call center to answer and all they can say is they can’t change the repayment date. Use their chat line, waited for 30mins for them to come back to your queries and then the answer is “No” they cannot do anything about it. They didn’t even wait for customer to reply and get out of chat within 3 mins. Customer is expected to swallow the bitter pill of their incapabilities. As a start up, the first impression already fail expectations…"
155,45017,Trust,Apple,5,Negative,Praise,C,C2,"This is one of the best banking app that I’ve been able to use everyday.

There are simply so many coupons of Fairprice, KFC and other big brands that I could use to save big. But also I’ve seen the app faster than it’s competitors like DBS and OCBC.

Kudos and we’ll done to the team. Looking forward to more updates and coupons."
156,45078,Trust,Apple,1,Neutral,Praise,A,A2,"No gyro option even with their own bank account… I got 200 dollar late fee when I came back from Oversea trip. The spent was only 50+ dollars. Then the customer service is not answering my questions. Eventually I decided to close my account and cancel my credit card. When I follow their instruction to cancel, it is not achievable as there are some pending transaction and the customer service person asked me to wait until beginning of July. I think they want another 100 dollar late fee( is this how credit card make money for Trust)?"
157,44835,Trust,Apple,1,Positive,Feedback,C,C2,"They had a promotion 50% of KFC zinger box that they claimed can be redeemed as long as you used Trust card to pay at the shop or online. I did that and there was NO DISCOUNT. When I asked the in-app customer service, I experienced such poor handling. Customer service team kept dropping out from the chat & each person asked me what’s the issue over and over again.
Don’t advertise something you won’t deliver & train up your customer service team or create an in-app chat system that makes sense. Don’t say you’ll reply within 3 days if it’s not going to happen."
158,44805,Trust,Apple,5,Negative,Complaint,C,C2,"This app is not compatible for my I Phone SE 20. After I download the app , after retrieving my INFO, at “ accept notification” page , I was unable to select accept notification due to my phone screen is small. The selection “tab “ is out of my screen .

Hi Developers Team

You had done a awesome job in corrective action. Thank you for replying my message ."
159,44805,Trust,Apple,4,Positive,Complaint,D,D1,"While most of the features right now are clear cut and seamless, hopefully there are more core functionality to bring to the markets first. 

1. Update personal information without the need of the support. 
2. An option to re-enable Face ID. Currently there is some bug where Face ID does not pop up and no way to trigger them on login. Using the passcode for now."
160,45170,Trust,Apple,3,Negative,Complaint,C,C2,"You can’t disable email notifications. Every time I receive a transfer, make a deposit, or even make a credit card transaction, Trust has to send me an email. I use the Trust card significantly less frequently than my other cards and yet Trust just fills my inbox with spam. Send an app notification if need be, but why emails for everything? Extremely annoying feature that needs to be done away."
161,45017,Trust,Apple,1,Negative,Feedback,D,D1,"App is not the issue, the bank and service is awful. Deeply regret signing up for this card. Payment of bill was transferred *before* due date. But received a most unfriendly collection call to say I was late in payment and a penalty fee is levied. After double checking my transfer date, I contacted the Customer service with the app. I was met with robotic & rigid responses that they are only waiving penalty for one time. Now … why should I be penalized when I have proof that payment was before due date? Treat your customers better."
162,45139,Trust,Apple,3,Neutral,Complaint,A,A2,"• App is not user-friendly, confusing design.. The most frustrating thing is how hard it is to find key features. This should be easy to do, but the app buries it under layers of menus. I often give up trying to find things after clicking through too many confusing screens. Simple things require too many taps and steps compared to other banking apps.

• No GIRO service to credit the salary to Trust Bank"
163,45108,Trust,Apple,1,Neutral,Complaint,D,D1,"Logged out and couldn’t get back in for a few days straight, contact support who suggested reinstall and reboots which still don’t work. They mentioned that there are no known issues but searching online showed that others have had this issue for months, definitely be careful to not accidentally sign out or else you might be locked out for a long time to come.

Edit: As a clarification to the developer suggestion, I have provided a callback number to the support agent earlier and will stay till it is resolved"
